dialogue_id,movie_title,movie_id,character_name,house,species,dialogue,dialogue_length
6110,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"When you turned this place over -- don't deny it! -- you found a locket, am I right?",84
6111,Harry Potter and the Deathly Hallows Part 1,7,Mundungus Fletcher,Unknown,Human,Why?  Was it valuable?,22
6112,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,You've still got it.,20
6113,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,No.  He's worried he should have got more money for it.,55
6114,Harry Potter and the Deathly Hallows Part 1,7,Mundungus Fletcher,Unknown,Human,"Wouldn't be difficult, would it? Bleedin' gave it away, din' I? There I was, pitching me wares in Diagon Alley when some ministry hag comes up and asks to see my license.  Says she's of a mind to lock me up and would've, too, she hadn' taken a fancy to that locket.",265
6115,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Who was she?  This witch?,25
6116,Harry Potter and the Deathly Hallows Part 1,7,Mundungus Fletcher,Unknown,Human,"Well, she's right there, in't she? Bleedin' bow an' all.",56
6117,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Right. So let's do it.  Who gets who?,37
6118,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"Well, unless one of you fancies wearing a skirt...",50
6119,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Remember what we said.  Keep your eyes down.  Don't speak to anyone unless absolutely necessary.  Act as normal as possible.  Just do what you see everyone else doing. We do that -- and with a bit of luck -- we get ourselves inside. And then...,244
6120,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,It gets really tricky.,22
6121,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Correct.,8
6122,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,This is completely mental.,26
6123,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"Completely, utterly, without question.",38
6124,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"The world's mental.  Come on, drink up.  We've got a Horcrux to find.",69
6125,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"In case you're interested, I'm Reg Cattermole, Magical Maintenance Department.",78
6126,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"Mafalda Hopkirk, assistant in the Improper Use of Magic Office.",63
6127,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,I'm nobody.,11
6128,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,You're somebody.  Be careful.,29
6129,Harry Potter and the Deathly Hallows Part 1,7,Guard,Unknown,Human,"Morning, Reg!  Good luck today.",31
6130,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Oh... yeah.  Thanks.,20
6131,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,What do you reckon he meant by 'Good luck.'?,44
6132,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Apparently so.,14
6133,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,That's bloody disgusting.,25
6134,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Are those...?,13
6135,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Muggles.  In their rightful place.,34
6136,Harry Potter and the Deathly Hallows Part 1,7,Guard,Unknown,Human,"Move it, will you -- oh, Runcorn! Forgive me...",47
6137,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,You appear to be quite popular.,31
6138,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"I gotta tell you, I'm starting to freak out a bit.",50
6139,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,The Ministry must be hiring young these days.,45
6140,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,They're not Ministry.  They're Snatchers.  They hunt Muggle-borns and blood-traitors for a price.,97
6141,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"How long did you say this batch of Polyjuice Potion would last, Hermione?",73
6142,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,I didn't.,9
6143,Harry Potter and the Deathly Hallows Part 1,7,Corban Yaxley,Slytherin,Human,Cattlemole!,11
6144,Harry Potter and the Deathly Hallows Part 1,7,Corban Yaxley,Slytherin,Human,It's still raining in my office. Two days now.,46
6145,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Really?  Have you tried an umbrella?,36
6146,Harry Potter and the Deathly Hallows Part 1,7,Corban Yaxley,Slytherin,Human,"You do realize I'm on my way downstairs, don't you, Cattermole?",63
6147,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Downstairs...?,14
6148,Harry Potter and the Deathly Hallows Part 1,7,Corban Yaxley,Slytherin,Human,"To interrogate your wife!  If my wife's blood status were in doubt and the Head of the Department of Magical Law Enforcement needed a job doing, I think I'd make it a priority.  You've got one hour.",198
6149,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Oh my god.  What am I going to do? My wife's all alone downstairs?,66
6150,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Ron.  You don't have a wife.,28
6151,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"Look, we'll go with you --",26
6152,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"No, that's mad.  You two find Umbridge.  I'll be fine.  But how do I stop it raining?",85
6153,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Try Finite Incantatem.  Of course if something's gone wrong with an Atmospheric Charm --,88
6154,Harry Potter and the Deathly Hallows Part 1,7,Woman,Unknown,Human,"Level Two.  Department of Magical Law Enforcement, including Wizengamot Administration Services, Auror Headquarters and Improper Use of Magic Department.",153
6155,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,This is you.,12
6156,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"Finite Incantatem, okay.  And if that doesn't work...?",54
6157,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,I don't like him being on his own down there.,45
6158,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Ron's been coming here since he was two years old.  It's us you should be worrying about.,89
6159,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"You really have horrible teeth, you know that.",46
6160,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"I say if we don't locate Umbridge within the hour, we go find Ron and come back another day.  Deal?",99
6161,Harry Potter and the Deathly Hallows Part 1,7,Dolores Umbridge,Slytherin,Human,"Ah, Mafalda!  Travers sent you, did he?  Good.  We'll go straight down.",71
6162,Harry Potter and the Deathly Hallows Part 1,7,Percy Weasley,Gryffindor,Human,"Oh, yes... of course.",21
6163,Harry Potter and the Deathly Hallows Part 1,7,Goblin,Unknown,Human,Reckon the old hag will be interrogating Mudbloods all day?,59
6164,Harry Potter and the Deathly Hallows Part 1,7,Pius Thicknesse,Unknown,Human,Sh...careful.,13
6165,Harry Potter and the Deathly Hallows Part 1,7,Dolores Umbridge,Slytherin,Human,Runcorn.,8
6166,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Accio locket.,13
6167,Harry Potter and the Deathly Hallows Part 1,7,Guard,Unknown,Human,"All right, all right.  Let's calm down, shall we?",49
6168,Harry Potter and the Deathly Hallows Part 1,7,Guard,Unknown,Human,It probably just snuck up here from Experimental Charms.  I think none of us will soon forget last month's Poisonous Duck...,124
6169,Harry Potter and the Deathly Hallows Part 1,7,Guard,Unknown,Human,R-Runcorn.,10
6170,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,M-morning.,10
6171,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"Ron, it's me.",13
6172,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"Harry!  Blimey, I forgot what you looked like.  Where's Hermione?",65
6173,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,She went down to the courtrooms with Umbridge --,48
6174,Harry Potter and the Deathly Hallows Part 1,7,Arthur Weasley,Gryffindor,Human,"I understand, Wakinda, but I can't be a party to that.",54
6175,Harry Potter and the Deathly Hallows Part 1,7,Arthur Weasley,Gryffindor,Human,"Hello, Reg.  Isn't Mary in for questioning today?  Try to have faith.  If there's anything Molly and I can do for you --",120
6176,Harry Potter and the Deathly Hallows Part 1,7,Woman,Unknown,Human,Let me guess.  It's raining in Yaxley's office again?,53
6177,Harry Potter and the Deathly Hallows Part 1,7,Arthur Weasley,Gryffindor,Human,Tell him to try an umbrella.,28
6178,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"Arthur!  You know you're being tracked, don't you?",50
6179,Harry Potter and the Deathly Hallows Part 1,7,Arthur Weasley,Gryffindor,Human,"Is that a threat, Runcorn?",26
6180,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"No, Arthur.  It's a fact.  They're watching you.",48
6181,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,I'll tell you later.  Let's find Hermione.,42
6182,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Bloody cold down here.,22
6183,Harry Potter and the Deathly Hallows Part 1,7,Man,Unknown,Human,"I'm half-blood, I tell you!  My father was a wizard!  Look him up! William Alderton!  He worked here for thirty years...",120
6184,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,What is it?,11
6185,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,It's here...,12
6186,Harry Potter and the Deathly Hallows Part 1,7,Mary Cattermole,Unknown,Human,Reg...,6
6187,Harry Potter and the Deathly Hallows Part 1,7,Dolores Umbridge,Slytherin,Human,Mary Elizabeth Cattermole?,26
6188,Harry Potter and the Deathly Hallows Part 1,7,Mary Cattermole,Unknown,Human,Yes.,4
6189,Harry Potter and the Deathly Hallows Part 1,7,Dolores Umbridge,Slytherin,Human,"Mother to Maisie, Ellie and Alfred?  Wife to Reginald?",54
6191,Harry Potter and the Deathly Hallows Part 1,7,Dolores Umbridge,Slytherin,Human,"A wand was taken from you upon your arrival at the Ministry today, Mrs. Cattermole.  Is this that wand?",103
6192,Harry Potter and the Deathly Hallows Part 1,7,Dolores Umbridge,Slytherin,Human,Would you please tell the court from which witch or wizard you took this wand.,78
6193,Harry Potter and the Deathly Hallows Part 1,7,Mary Cattermole,Unknown,Human,"But I didn't take it.  I got it in Diagon Alley, at Ollivander's, when I was eleven.  It chose me.",98
6194,Harry Potter and the Deathly Hallows Part 1,7,Dolores Umbridge,Slytherin,Human,"No, no, I don't think so, Mrs. Cattermole.  Wands only choose witches.  And you are not a witch.",96
6195,Harry Potter and the Deathly Hallows Part 1,7,Mary Cattermole,Unknown,Human,"But I am!  Tell them, Reg!  Tell them what I am!",48
6196,Harry Potter and the Deathly Hallows Part 1,7,Dolores Umbridge,Slytherin,Human,"What the devil are you doing, Albert?",37
6197,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"You're lying.  And one mustn't tell lies, Dolores... Stupefy!",61
6198,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Expecto PATRONUM!,17
6199,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Relashio!,9
6200,Harry Potter and the Deathly Hallows Part 1,7,Mary Cattermole,Unknown,Human,"You?  It's you! Reg, it's Harry Potter!",39
6201,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"'Tis, isn't it?  This'll be one to tell the kids.",49
6202,Harry Potter and the Deathly Hallows Part 1,7,Guard,Unknown,Human,Harry Potter...?,16
6203,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Harry... they've seen you.  We've got to get out of here.,57
6204,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"Mary.  Go home.  Get the kids. I'll... I'll meet you there.  We have to get out the country, understand?",104
6205,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Mary!  Do as I say!,19
6206,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,I'm sorry.  It's just --,24
6207,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Long story.  Nice meeting you.,30
6208,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Piss off.,9
6209,Harry Potter and the Deathly Hallows Part 1,7,Corban Yaxley,Slytherin,Human,Seal the exits!  Now!,21
6210,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"Harry, quickly, in my bag, there's a small bottle labeled 'Essence of Dittany.'",79
6211,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Quickly!,8
6212,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Accio Dittany.,14
6213,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Unstopper it.,13
6214,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Hermione.  His arm --,21
6215,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Just do it!,11
6216,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,What happened?  I thought we were going back to Grimmauld Place.,64
6217,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"We were.  We were there.  But Yaxley had hold of me.  I knew we couldn't stay once he'd seen, so when he let go I brought us here. Ron got Splinched.  I'm... sorry.",164
6218,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Don't be stupid.,16
6219,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,It's all I feel safe doing.,27
6220,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Salvio Hexia... Protego Totalum...,34
6221,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,What're you doing?,18
6222,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"Protective enchantments.  I don't fancy another visit like we had on Shaftesbury Avenue, do you? Especially with Ron like this. You can get going on the tent...",160
6223,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Tent?  Where am I supposed to find --,37
6224,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Repello Muggletum... Muffliato...,33
6225,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,How're the mushrooms?  Seem to be the only edible things growing round here.,76
6226,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,They're great.,14
6227,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Make sure to leave some for Ron.,32
6228,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,No problem.,11
6229,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,How bad is he?,14
6230,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"He'll be alright in a few days. Hopefully.  If we could take him to Hogwarts, to Madam Pomfrey --",97
6231,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,So where do we go next?,23
6232,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"Dumbledore had a theory.  He felt that the Horcruxes would not be made out of random objects.  And he felt they wouldn't be hidden randomly either.  We know of three so far.  The ring, which according to Dumbledore belonged to Tom Riddle's grandfather.  The diary, which belonged to Tom himself. And this, which -- again, according to Dumbledore -- belonged to his mother.",372
6233,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"It scares me a bit, that, thinking it's a piece of Vol--",56
6234,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"No, don't!  Don't say it!",25
6235,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,It's taboo -- You-Know-Who's name. That's how they track people now. It's how they found us in the cafe that night.,115
6236,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,How d'you know?,15
6237,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"I overheard a bloke from the Enforcement office talking about it at the Ministry.  Blimey, what's that smell?",109
6238,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Dinner?,7
6239,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Not bloody likely.  Smells like something Ginny would cook.,59
6240,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Tea?,4
6241,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Is that it?,11
6242,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"I know.  I felt it too. It's... it's like it's ticking or something, like it has a tiny metal heart, like it's --",113
6243,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,... alive.,10
6244,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,I hate it.  It's like he's here with us.,40
6245,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,That's why we're going to kill it.,34
6246,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Dissendium!,11
6247,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Incendio!,9
6248,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Expulso!,8
6249,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Confringo!,10
6250,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,It's angry.,11
6251,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,What're you doing?,18
6252,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,We have to keep it safe until we can figure out how to destroy it.,66
6253,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,I can put it in my bag --,25
6254,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,No.,3
6255,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"Seems strange, mate.  Dumbledore sends you off to find a load of Horcruxes, but doesn't bother to tell you how to destroy them. Doesn't that bother you?",152
6256,Harry Potter and the Deathly Hallows Part 1,7,Voldemort,Slytherin,Human,"You wouldn't be lying to me, would you, Gregorovitch?  Because, I must tell you... that will only make it worse for you...",122
6257,Harry Potter and the Deathly Hallows Part 1,7,Voldemort,Slytherin,Human,Who was he?  The thief?,23
6258,Harry Potter and the Deathly Hallows Part 1,7,Mykew Gregorovitch,Unknown,Human,Just a boy!  Not of the village. It was he who took it.  I never saw it again.  I swear on my life.,99
6259,Harry Potter and the Deathly Hallows Part 1,7,Voldemort,Slytherin,Human,I believe you...,16
6260,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,I thought it had stopped.,25
6261,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"You can't let him in, Harry. Dumbledore himself said it.  You have to close your mind.  It's too dangerous --",109
6262,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"It's not a candle I can blow out, Hermione.  It always burns, even if it's just a flicker.  Can you understand that?",116
6263,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Tell me. What you saw.,22
6264,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,He's found him.  Vol--,22
6265,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,You-Know-Who.  He's found Gregorovitch --,41
6266,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,The wandmaker?,14
6267,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Yes.  How'd you know?,21
6268,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Viktor got his wand from Gregorovitch.  Most Durmstrang students did at one time.  What's he got to do with You-Know-Who?,121
6269,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,You-Know-Who wants something Gregorovitch once had -- dunno what.  But he's desperate to have it.  It's as if his life depends on it.,133
6270,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Don't -- It... comforts him.,28
6271,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Well it sets my teeth on edge. What's he expecting to hear?  Good news?,71
6272,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,I think he just hopes he doesn't hear bad news.  It gets him through the day.,77
6273,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,And what gets you through the day?,34
6274,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"We've all made sacrifices, Harry.",33
6275,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,How long before he can travel?,30
6276,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,I don't know.  It takes time.  I'm doing all I can.,51
6277,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,You're not doing enough.,24
6278,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Take it off.,12
6279,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Take it off.  Now.,18
6280,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Better?,7
6281,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Loads.,6
6282,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,It's cold.  Even though it's been lying against your skin for days.,67
6283,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,We'll take turns.  Okay?,24
6284,Harry Potter and the Deathly Hallows Part 1,7,Scabior,Slytherin,Human,What's that?  That... smell?,28
6285,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Snatchers.,10
6286,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Good to know your enchantments work.,36
6287,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,He could smell it.  My perfume.,31
6288,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,We have to leave.  We're not safe here.,39
6289,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,I told you.  Ron's not strong enough to Apparate.,49
6290,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Then we'll go by foot.,22
6291,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,I'm hungry.,11
6292,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,We're all hungry.,17
6293,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Leave it.,9
6294,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Mum can make food appear out of thin air.,41
6295,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,No one can conjure food out of thin air.  Food is the first of the five Principal Exceptions to Gamp's Law.  The other four are --,130
6296,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"Oh, speak English, can't you?",29
6297,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,I said leave it.,16
6298,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,It'll be dark soon.  We need to find a place to sleep.,54
6299,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Good plan.,10
6300,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"Yeah.  Brilliant.  Only, correct me if I'm wrong... wasn't that yesterday's plan?  And the day before that?  And the day before that?  Walk.  Sleep.  Walk. Sleep.",162
6301,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,My turn.,8
6302,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,"He doesn't know what he's doing, does he?",41
6303,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,None of us do.,14
6304,Harry Potter and the Deathly Hallows Part 1,7,Ron Weasley,Gryffindor,Human,Wizards were here.,18
6305,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,I don't like this place.,24
6306,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,I want to go.,13
6307,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,I'll tell you in a minute.,26
6308,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Maybe you could tell me now.,28
6309,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Alright.  The Sword of Gryffindor? It's Goblin made.,52
6310,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,Brilliant.,10
6311,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,You don't understand.  Dirt and rust have no effect on the blade. It only takes in that which makes it stronger.,112
6312,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,O-kay.,6
6313,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"Harry.  You already destroyed one Horcrux, right?  Tom Riddle's diary -- in the Chamber of Secrets.",99
6314,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,With a basilisk fang.  If you tell me you've got one of those in that bloody beaded bag of yours --,99
6315,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"Don't you see!  In the Chamber of Secrets, you stabbed the basilisk with the Sword of Gryffindor.",97
6316,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Its blade is impregnated with basilisk venom.,45
6317,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,It only takes in that which makes it stronger...,48
6318,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Exactly!  Which means...,24
6319,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,... it can destroy Horcruxes.,29
6320,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,Which is why Dumbledore left it to you in his will.,51
6321,Harry Potter and the Deathly Hallows Part 1,7,Harry Potter,Gryffindor,Human,"You're brilliant, Hermione. Truly.",34
6322,Harry Potter and the Deathly Hallows Part 1,7,Hermione Granger,Gryffindor,Human,"Actually, I'm highly logical, which allows me to look past the extraneous detail and perceive clearly that which others overlook.",129
